#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1230.0000000212092,-37918.95658823802,11096.84611256553,-26822.11047567249,297.1332288503782,23.3
1240.0000000232465,-37776.50764126888,11132.692160954359,-26643.815480314523,297.1757839579678,23.3
1250.0000000252837,-37948.568787786455,10831.721518234,-27116.847269552454,288.8117371847526,23.3
1260.000000027321,-38382.01415448846,11424.857307823411,-26957.15684666505,304.92352982919107,23.3
1270.0000000293583,-38173.617463019036,11454.916671448638,-26718.700791570398,305.62493430993055,23.3
1280.0000000313955,-37993.58969253348,11147.485044519635,-26846.104648013847,297.70684950149683,23.3
1290.0000000334328,-38079.28956042315,10776.095664876579,-27303.193895546574,287.74283555247683,23.3
1300.00000003547,-38052.23529393665,10998.926360082913,-27053.308933853732,293.9122147120707,23.3
1310.0000000375073,-38044.94844149145,11283.59526147549,-26761.353180015958,302.0389136279658,23.3
1320.0000000395446,-38153.04088573384,11082.454679667684,-27070.586206066157,296.51664934866614,23.3
1330.0000000415819,-38341.25105338226,11145.70266358532,-27195.54838979694,296.4704420839013,23.3
1340.0000000436191,-37971.8440418914,11188.152685421339,-26783.691356470066,299.0631542386972,23.3
1350.0000000456564,-37763.23710963748,10944.610658428574,-26818.626451208904,291.46592728652627,23.3
1360.0000000476937,-38346.357408308664,11131.939962250784,-27214.41744605788,296.90982345581114,23.3
1370.000000049731,-38173.02505249749,11053.5356662988,-27119.489386198693,294.8673227266302,23.3
1380.0000000517682,-38209.0392030411,11393.974208193331,-26815.064994847773,304.27315418555554,23.3
1390.0000000538055,-37756.94939596087,11081.238529713504,-26675.71086624737,296.32836030925125,23.3
1400.0000000558427,-38432.286126889296,11186.046662457891,-27246.239464431404,298.9254311232205,23.3
1410.00000005788,-38351.4696212833,11217.549017710498,-27133.920603572802,299.59392553217714,23.3
1420.0000000599173,-37869.444907474186,10888.864211160793,-26980.580696313395,291.53325093939395,23.3
1430.0000000619546,-37918.39182751647,11046.321767356481,-26872.07006015999,295.5690145698198,23.3
1440.0000000639918,-38174.10471365517,11430.842093474266,-26743.262620180903,305.18845687708165,23.3
1450.000000066029,-38240.10536634219,11195.864111387871,-27044.241254954322,300.0806638789815,23.3
1460.0000000680664,-38182.29782639471,10993.169980590521,-27189.127845804185,293.5171479813322,23.3
1470.0000000701036,-38335.67873067632,10853.217200817768,-27482.461529858556,289.80804868344165,23.3
1480.000000072141,-37978.53916165716,11179.638241411758,-26798.9009202454,298.7773186767284,23.3
1490.0000000741782,-38113.92995906221,10736.551157950733,-27377.378801111478,286.20150936340974,23.3
1500.0000000762154,-38091.67902326781,11137.115638550047,-26954.563384717763,297.0214934693842,23.3
1510.0000000782527,-38115.31667931475,10996.602960762484,-27118.713718552262,293.5253092868506,23.3
1520.00000008029,-38208.94108813577,11324.67475230012,-26884.26633583565,302.4290888426913,23.3
1530.0000000823272,-37802.23828423921,11276.72496389917,-26525.51332034004,300.9634120002019,23.3
1540.0000000843645,-38187.07444445043,11211.216778639337,-26975.857665811094,300.33279906391584,23.3
1550.0000000864018,-38491.04892884161,11127.081391367503,-27363.967537474105,297.12723440268456,23.3
1560.000000088439,-37469.35645187989,10994.880425716536,-26474.476026163353,294.18791408363666,23.3
1570.0000000904763,-38134.24697645657,11101.95301065622,-27032.29396580035,296.769787908895,23.3
1580.0000000925136,-38206.85597159867,11107.588421263725,-27099.267550334946,297.810469801827,23.3
1590.0000000945508,-38408.29178102153,11047.709833561259,-27360.58194746027,294.9094312551435,23.3
1600.000000096588,-38278.88561650981,11256.614215790265,-27022.271400719546,300.3114524380141,23.3
1610.0000000986254,-38093.31440089916,11060.599322033742,-27032.715078865418,295.36185823322757,23.3
1620.0000001006626,-37816.320191480096,11196.663438881249,-26619.656752598847,299.07157007657827,23.3
