#"Step",  "Time (ps)",  "Potential Energy (kJ/mole)",  "Kinetic Energy (kJ/mole)",  "Total Energy (kJ/mole)",  "Temperature (K)",  "Speed (ns/day)"
2520000,  1260.000000027321,  -34413.47907011575,  11053.60403129725,  -23359.8750388185,  294.59069973279566,  158
2530000,  1265.0000000283396,  -34339.98197310939,  11086.785011505604,  -23253.196961603782,  296.3728964189436,  158
2540000,  1270.0000000293583,  -34436.60846773432,  11066.097400332146,  -23370.51106740217,  296.19710003887207,  158
2550000,  1275.000000030377,  -34685.34178757437,  11123.956176420425,  -23561.385611153943,  298.09479516549277,  158
2560000,  1280.0000000313955,  -34601.06577210804,  11208.294121694082,  -23392.77165041396,  300.2884536481676,  158
2570000,  1285.0000000324142,  -34520.85024901868,  11279.399533908094,  -23241.450715110586,  301.55457812649917,  158
2580000,  1290.0000000334328,  -34320.80701797768,  11215.208575534638,  -23105.59844244304,  300.5526663051534,  158
2590000,  1295.0000000344514,  -34368.117455559106,  11203.076472410306,  -23165.0409831488,  299.41352147019904,  158
2600000,  1300.00000003547,  -34699.46845312761,  10684.00238779413,  -24015.46606533348,  286.2568586620858,  158
2610000,  1305.0000000364887,  -34756.54922008729,  11107.894337194353,  -23648.654882892937,  296.8257855984644,  158
2620000,  1310.0000000375073,  -34180.86894973431,  10859.16210680041,  -23321.706842933898,  290.6419211535865,  158
2630000,  1315.000000038526,  -34609.161695236704,  10694.682690846243,  -23914.47900439046,  286.4067780432226,  158
2640000,  1320.0000000395446,  -34531.73231901204,  11165.812628639855,  -23365.919690372182,  298.90691074874326,  158
2650000,  1325.0000000405632,  -34210.80810177019,  11136.642492868586,  -23074.165608901603,  296.36461762331044,  158
2660000,  1330.0000000415819,  -34591.7844049888,  11027.877525800815,  -23563.906879187984,  294.4850576030815,  158
2670000,  1335.0000000426005,  -34420.01215978879,  11037.576912225331,  -23382.43524756346,  295.1156317079193,  158
2680000,  1340.0000000436191,  -34794.63072220357,  11048.16632068145,  -23746.46440152212,  295.4705327709417,  158
2690000,  1345.0000000446378,  -34602.73686010426,  11061.83947974556,  -23540.8973803587,  295.6518669930284,  158
2700000,  1350.0000000456564,  -34608.417796875634,  11273.622346745771,  -23334.795450129863,  300.96086073526527,  158
2710000,  1355.000000046675,  -34298.94765668899,  11170.797964294736,  -23128.149692394258,  298.3896008605052,  158
2720000,  1360.0000000476937,  -34411.15748238913,  11166.41452259564,  -23244.74295979349,  298.0349462995228,  158
2730000,  1365.0000000487123,  -34369.487161059486,  11138.062737849154,  -23231.42442321033,  297.9687137487545,  158
2740000,  1370.000000049731,  -34390.38942115981,  11292.166449090508,  -23098.2229720693,  301.46779217080814,  158
2750000,  1375.0000000507496,  -34650.91928815138,  10920.011759234269,  -23730.907528917112,  291.7032920169732,  158
2760000,  1380.0000000517682,  -34571.52259404749,  11087.416165340537,  -23484.106428706953,  296.0130993960541,  158
2770000,  1385.0000000527868,  -34170.38307618977,  11043.689802128896,  -23126.693274060875,  294.60255091479115,  158
2780000,  1390.0000000538055,  -34347.51220259084,  11037.329186759343,  -23310.1830158315,  294.57690806855106,  158
2790000,  1395.000000054824,  -33881.19461138189,  11412.170133439207,  -22469.024477942687,  303.14927815698167,  158
2800000,  1400.0000000558427,  -34890.84696555024,  11280.992221802113,  -23609.85474374813,  301.00560618078106,  158
2810000,  1405.0000000568614,  -34373.495384331436,  10901.90246087455,  -23471.592923456887,  291.80066038333547,  158
2820000,  1410.00000005788,  -34403.15570131671,  10959.397004374034,  -23443.758696942677,  293.4315812968214,  158
2830000,  1415.0000000588986,  -34338.36614522199,  11078.311268120462,  -23260.054877101527,  296.66318320577614,  158
2840000,  1420.0000000599173,  -34329.001195493685,  11101.854840180236,  -23227.14635531345,  297.7265853415011,  158
2850000,  1425.000000060936,  -34616.131028688105,  10800.381461790274,  -23815.74956689783,  288.1049298660899,  158
2860000,  1430.0000000619546,  -34308.05823488885,  11383.452771398428,  -22924.60546349042,  304.28931910114306,  158
2870000,  1435.0000000629732,  -34398.42327976946,  10986.670649655724,  -23411.752630113733,  294.28107821176917,  158
2880000,  1440.0000000639918,  -34476.03531174064,  10958.548148551767,  -23517.487163188875,  292.98091836761745,  158
2890000,  1445.0000000650105,  -34307.95456308218,  11040.61326561948,  -23267.3412974627,  295.1401355938899,  158
2900000,  1450.000000066029,  -34212.97602981247,  11192.982789263553,  -23019.993240548916,  299.0073540210152,  158
2910000,  1455.0000000670477,  -34331.3545934715,  11098.570620446053,  -23232.78397302545,  297.2850434992916,  158
2920000,  1460.0000000680664,  -34920.58471999075,  11050.941230475284,  -23869.643489515467,  296.01114137489554,  158
2930000,  1465.000000069085,  -34488.31735922767,  11269.55982232445,  -23218.75753690322,  301.12886059546264,  158
2940000,  1470.0000000701036,  -34539.15019117333,  11110.431043077664,  -23428.719148095664,  296.55980770555874,  158
2950000,  1475.0000000711223,  -34631.97474864779,  11203.7319317818,  -23428.242816865994,  300.24759501537466,  158
2960000,  1480.000000072141,  -34420.22487489015,  11122.884949712485,  -23297.339925177665,  297.51831241222675,  158
2970000,  1485.0000000731595,  -34500.351743904954,  11152.826320319491,  -23347.525423585463,  299.2405301147153,  158
2980000,  1490.0000000741782,  -34350.1294354151,  11180.589595667772,  -23169.539839747333,  299.7550265382515,  158
2990000,  1495.0000000751968,  -34432.098589918714,  11173.454348815823,  -23258.64424110289,  298.6961798562862,  158
3000000,  1500.0000000762154,  -34291.44397069781,  11227.597392537036,  -23063.846578160774,  300.06019971018867,  158
3010000,  1505.000000077234,  -34010.36858315232,  11324.28329947913,  -22686.085283673186,  302.9087157940597,  158
3020000,  1510.0000000782527,  -34301.703756807,  11328.108979012084,  -22973.59477779492,  303.12156497501775,  158
3030000,  1515.0000000792713,  -34731.813196505,  10834.122201005594,  -23897.690995499404,  289.7023505750954,  158
3040000,  1520.00000008029,  -34218.90907027132,  10944.39323701407,  -23274.515833257254,  293.32330147666073,  158
3050000,  1525.0000000813086,  -34547.911768216276,  11458.660190075578,  -23089.2515781407,  306.376936523796,  158
3060000,  1530.0000000823272,  -34343.27661512032,  11273.035762898771,  -23070.24085222155,  300.88260089999847,  158
3070000,  1535.0000000833459,  -34574.8065522204,  11013.115238342954,  -23561.691313877443,  294.755320373933,  158
3080000,  1540.0000000843645,  -34713.100515790306,  11024.135947976312,  -23688.964567813993,  293.87115062681767,  158
3090000,  1545.0000000853831,  -34683.8974680699,  11180.138832828841,  -23503.75863524106,  298.98811043011517,  158
3100000,  1550.0000000864018,  -34454.32298851699,  11043.801751389468,  -23410.521237127527,  295.91243729461246,  158
3110000,  1555.0000000874204,  -34532.39435700314,  11147.266552414432,  -23385.12780458871,  297.79862366164014,  158
3120000,  1560.000000088439,  -34120.53959653451,  11322.374259645821,  -22798.165336888687,  302.371614350191,  158
3130000,  1565.0000000894577,  -34473.88821117334,  11364.266497297776,  -23109.621713875564,  304.31699401456547,  158
3140000,  1570.0000000904763,  -34302.026469942684,  11098.509122141331,  -23203.517347801353,  297.0413906334773,  158
3150000,  1575.000000091495,  -34676.55837953173,  11227.50133619977,  -23449.05704333196,  300.5289300041602,  158
3160000,  1580.0000000925136,  -34542.05818218956,  11233.834132653605,  -23308.22404953596,  300.7218427335133,  158
3170000,  1585.0000000935322,  -34982.15503473115,  11032.178134837692,  -23949.97689989346,  295.2282528056286,  158
3180000,  1590.0000000945508,  -34385.25116786012,  11300.271390478974,  -23084.979777381148,  300.9863611125508,  158
3190000,  1595.0000000955695,  -33771.8748753115,  11146.360069125181,  -22625.51480618632,  297.770825598448,  158
3200000,  1600.000000096588,  -34341.15972807402,  10968.768762182843,  -23372.390965891173,  293.7327090764647,  158
3210000,  1605.0000000976067,  -34447.50133967774,  10849.653233063069,  -23597.848106614674,  290.0999033282167,  158
3220000,  1610.0000000986254,  -34558.2738808929,  11036.270234371517,  -23522.00364652138,  295.45763086459385,  158
3230000,  1615.000000099644,  -34055.174631922455,  10920.24286933942,  -23134.931762583037,  291.73394714745103,  158
3240000,  1620.0000001006626,  -35058.00578416059,  11027.272685801396,  -24030.733098359193,  295.5804805997478,  158
3250000,  1625.0000001016813,  -34720.71716626141,  11316.814366630002,  -23403.90279963141,  302.738793117838,  158
3260000,  1630.0000001027,  -34617.96075309785,  11429.457317351596,  -23188.50343574625,  305.5701627293016,  158
3270000,  1635.0000001037185,  -34248.61200333722,  11044.58169225882,  -23204.0303110784,  296.3851876841435,  158
3280000,  1640.0000001047372,  -34319.84079502144,  10710.368128542474,  -23609.472666478963,  286.72549236651895,  158
3290000,  1645.0000001057558,  -34470.75004249769,  11174.76136694357,  -23295.98867555412,  299.53722948929493,  158
3300000,  1650.0000001067745,  -33968.46049018818,  11232.133211951748,  -22736.327278236437,  300.6581440121718,  158
3310000,  1655.000000107793,  -34643.2432159038,  11222.094985029275,  -23421.148230874525,  299.63959038637324,  157
3320000,  1660.0000001088117,  -34549.24492155295,  11134.665736862255,  -23414.579184690694,  297.5774282208734,  157
3330000,  1665.0000001098304,  -34549.92324686905,  11263.772963625384,  -23286.150283243667,  301.1523698566558,  157
3340000,  1670.000000110849,  -34349.76800557589,  10931.360554987685,  -23418.407450588205,  293.3519390841309,  157
3350000,  1675.0000001118676,  -34296.40019711672,  11055.620632234553,  -23240.77956488217,  295.90684572058484,  157
3360000,  1680.0000001128863,  -34532.69442975878,  11237.559039495227,  -23295.135390263556,  299.9831586956941,  157
3370000,  1685.000000113905,  -34161.45974762912,  11099.614236927879,  -23061.845510701238,  296.94796342361354,  157
3380000,  1690.0000001149235,  -34475.52394695699,  10869.413330559273,  -23606.11061639772,  290.78311833988084,  157
3390000,  1695.0000001159422,  -34415.11124437009,  11110.035539902892,  -23305.0757044672,  296.544219764991,  157
3400000,  1700.0000001169608,  -34428.36283014151,  11378.879809527392,  -23049.483020614116,  304.37476130911637,  157
3410000,  1705.0000001179794,  -34378.79122990206,  11174.023474724474,  -23204.767755177585,  298.543759823348,  157
3420000,  1710.000000118998,  -34331.41289925593,  10998.972179331102,  -23332.440719924823,  294.9853643059859,  157
3430000,  1715.0000001200167,  -34185.10857980623,  11267.65520385278,  -22917.453375953446,  299.62719813335246,  157
3440000,  1720.0000001210353,  -34746.8558621261,  11346.098408681588,  -23400.757453444516,  303.6867124766149,  157
3450000,  1725.000000122054,  -33918.00616106644,  11291.854828780064,  -22626.151332286376,  302.04508354269205,  157
3460000,  1730.0000001230726,  -34364.815116086735,  11116.025379111281,  -23248.789736975454,  296.7772309685422,  157
3470000,  1735.0000001240912,  -34161.37822764381,  11255.889277642093,  -22905.488950001716,  300.8970249454708,  157
3480000,  1740.0000001251099,  -34795.897811932744,  11085.263442781214,  -23710.63436915153,  295.9886348557202,  157
3490000,  1745.0000001261285,  -34360.45129476036,  11093.601012281364,  -23266.850282478994,  296.4041523418084,  157
3500000,  1750.0000001271471,  -34291.582979105646,  11352.957077566542,  -22938.625901539104,  304.0298372544305,  157
3510000,  1755.0000001281658,  -34481.700219901126,  10529.18889930195,  -23952.511320599177,  282.11030137704984,  157
3520000,  1760.0000001291844,  -34601.07239986733,  11389.422698168737,  -23211.64970169859,  304.7070313690085,  157
3530000,  1765.000000130203,  -34451.40477194731,  11009.724687111877,  -23441.680084835432,  294.67118623086463,  157
3540000,  1770.0000001312217,  -34949.92297684603,  10909.725216390318,  -24040.19776045571,  291.8902657886748,  157
3550000,  1775.0000001322403,  -34475.38378886207,  11105.168318729215,  -23370.215470132855,  297.233619503017,  157
3560000,  1780.000000133259,  -34344.77237365817,  11096.060936441985,  -23248.71143721618,  296.80582272554494,  157
3570000,  1785.0000001342776,  -34484.11546686139,  11334.11058962786,  -23150.00487723353,  301.59030405040374,  157
3580000,  1790.0000001352962,  -34475.52616464,  11114.410443730132,  -23361.11572090987,  297.6652041914496,  157
3590000,  1795.0000001363148,  -34670.78899393204,  11139.240338443431,  -23531.54865548861,  297.1817361549468,  157
3600000,  1800.0000001373335,  -34856.10594857574,  11271.264661839545,  -23584.8412867362,  300.8697430856005,  157
3610000,  1805.000000138352,  -34715.767870512704,  11082.801300937015,  -23632.96656957569,  296.1347334854721,  157
3620000,  1810.0000001393707,  -35066.99816779164,  11294.349509709666,  -23772.64865808197,  302.56592539037763,  157
3630000,  1815.0000001403894,  -34359.68325468848,  10723.461750236182,  -23636.221504452304,  287.0642446160742,  157
3640000,  1820.000000141408,  -34653.658451667085,  11330.938266941486,  -23322.7201847256,  303.3231137990928,  157
3650000,  1825.0000001424266,  -35061.929379459434,  11257.165466110033,  -23804.7639133494,  301.13768253842426,  157
3660000,  1830.0000001434453,  -34558.98712584355,  11162.59938009952,  -23396.387745744032,  298.75255456466357,  157
3670000,  1835.000000144464,  -34675.09306938653,  10798.54677659615,  -23876.54629279038,  289.34071696990725,  157
3680000,  1840.0000001454825,  -34476.137322705385,  11010.568879273871,  -23465.56844343151,  294.40634590355256,  157
3690000,  1845.0000001465012,  -34929.3256297183,  11152.964421509785,  -23776.361208208516,  297.743641352133,  157
3700000,  1850.0000001475198,  -34119.01291759423,  11006.696018770393,  -23112.316898823832,  294.0427917458895,  157
3710000,  1855.0000001485384,  -34453.44675953162,  10911.346733739589,  -23542.100025792028,  292.34087691608727,  157
3720000,  1860.000000149557,  -34115.501535626594,  11115.725800953367,  -22999.775734673225,  297.1246849317507,  157
3730000,  1865.0000001505757,  -34229.60424786844,  11176.99869100924,  -23052.6055568592,  298.38190383638477,  157
3740000,  1870.0000001515943,  -34059.17747677057,  11471.143824479326,  -22588.033652291248,  307.10197896825014,  157
3750000,  1875.000000152613,  -34531.20674775669,  11091.335714826297,  -23439.871032930394,  297.1651304929367,  157
3760000,  1880.0000001536316,  -34868.35439111742,  11004.047422074347,  -23864.30696904307,  294.0661315689178,  157
3770000,  1885.0000001546503,  -34354.25226636142,  10995.27527379156,  -23358.976992569864,  293.57864219953336,  157
3780000,  1890.0000001556689,  -34416.85643130151,  11283.386206477166,  -23133.47022482434,  300.7655438893876,  157
3790000,  1895.0000001566875,  -34092.44425975023,  11223.46466989691,  -22868.97958985332,  300.53582556731925,  157
3800000,  1900.0000001577062,  -34579.468517677094,  11223.901072629647,  -23355.567445047447,  299.22584249312933,  157
3810000,  1905.0000001587248,  -34508.169126797075,  10922.708594088652,  -23585.46053270842,  291.4783608523863,  157
3820000,  1910.0000001597434,  -34106.84780838895,  11238.71648051612,  -22868.13132787283,  300.5233893184029,  157
3830000,  1915.000000160762,  -34559.88508964346,  10904.838621114584,  -23655.046468528875,  291.7205310739185,  157
3840000,  1920.0000001617807,  -34189.82950014364,  11066.569334548356,  -23123.260165595286,  296.96281356677827,  157
3850000,  1925.0000001627993,  -34110.19692366188,  11060.560135068235,  -23049.63678859365,  296.30923946570977,  157
3860000,  1930.000000163818,  -35145.570973083806,  11020.182453269823,  -24125.388519813983,  295.59318589869076,  157
3870000,  1935.0000001648366,  -34657.14967151659,  10965.8635780967,  -23691.28609341989,  292.906536303465,  157
3880000,  1940.0000001658552,  -34528.27864134079,  10919.12005762228,  -23609.15858371851,  292.78886429820113,  157
3890000,  1945.0000001668739,  -35003.193740715644,  10909.370196722006,  -24093.82354399364,  292.35901977060513,  157
3900000,  1950.0000001678925,  -34358.67145630906,  11387.437719282609,  -22971.23373702645,  305.01793031040756,  157
3910000,  1955.0000001689111,  -34336.19050456066,  11267.034038020074,  -23069.15646654059,  301.5213589911901,  157
3920000,  1960.0000001699298,  -34457.91100114561,  11254.20019896891,  -23203.710802176698,  300.6798394989866,  157
3930000,  1965.0000001709484,  -34911.718765215395,  10962.906547564333,  -23948.812217651062,  292.19174107811455,  157
3940000,  1970.000000171967,  -34387.301962995225,  11225.203537809539,  -23162.098425185686,  299.8741091957579,  157
3950000,  1975.0000001729857,  -34243.450402125425,  10744.297833528508,  -23499.152568596917,  287.9258357969416,  157
3960000,  1980.0000001740043,  -34306.22446251835,  11112.493331915268,  -23193.731130603082,  297.0592273003288,  157
3970000,  1985.000000175023,  -34619.09428515942,  11179.420460309188,  -23439.673824850237,  298.69995911764704,  157
3980000,  1990.0000001760416,  -34519.50271974705,  10903.404135917988,  -23616.098583829058,  291.9193837555245,  157
3990000,  1995.0000001770602,  -34718.08423855875,  10877.139246139308,  -23840.944992419445,  290.51355826785573,  157
4000000,  2000.0000001780788,  -34478.883181746285,  10945.490877748602,  -23533.392303997683,  292.63994537952556,  157
4010000,  2005.0000001790975,  -34458.55542648131,  11200.614869553809,  -23257.940556927504,  298.87839097902514,  157
4020000,  2010.000000180116,  -34361.58430758933,  11011.472795972984,  -23350.111511616342,  294.8480820324788,  157
4030000,  2015.0000001811347,  -34043.80279249621,  11006.392144228008,  -23037.4106482682,  294.2785939154117,  157
4040000,  2020.0000001821534,  -34586.49600553231,  10921.616786728513,  -23664.8792188038,  291.72180879122624,  157
4050000,  2025.000000183172,  -34580.46029645966,  11018.221295509626,  -23562.239000950038,  294.33310405352216,  157
4060000,  2030.0000001841906,  -34133.1257741634,  10936.200984618585,  -23196.92478954482,  293.00431296436705,  157
4070000,  2035.0000001852093,  -34459.53276637336,  11304.423699009816,  -23155.109067363548,  302.57439217921467,  157
4080000,  2040.000000186228,  -34962.89964440893,  11101.557309568565,  -23861.342334840363,  297.3592361404975,  157
4090000,  2045.0000001872465,  -34335.98797480377,  11231.91546841887,  -23104.072506384902,  300.2958916544823,  157
4100000,  2050.000000188265,  -34555.54862951823,  10983.591184652081,  -23571.957444866144,  294.0763522066338,  157
4110000,  2055.0000001892836,  -34575.70995811084,  10821.276162282556,  -23754.433795828285,  289.42150347480526,  157
4120000,  2060.000000190302,  -34878.83515303504,  10909.071449154153,  -23969.76370388089,  291.38828092420204,  157
4130000,  2065.000000191321,  -34536.701815769105,  11364.172948501884,  -23172.52886726722,  303.9186613027876,  157
4140000,  2070.0000001923395,  -34837.45692132927,  11067.847095070018,  -23769.609826259253,  295.65269938217193,  157
4150000,  2075.000000193358,  -34829.71325872371,  11269.650583685972,  -23560.062675037734,  301.73777004439006,  157
4160000,  2080.0000001943768,  -34550.28562088623,  11510.822766924151,  -23039.462853962075,  307.0181624247577,  157
4170000,  2085.0000001953954,  -34719.885667775874,  11216.438221840812,  -23503.44744593506,  300.60851612762633,  157
4180000,  2090.000000196414,  -34547.78483340583,  11274.760222179943,  -23273.024611225886,  301.5652410164051,  157
4190000,  2095.0000001974327,  -34536.49236184763,  11166.936251833447,  -23369.556110014186,  297.7846972115628,  157
4200000,  2100.0000001984513,  -34424.83931970853,  11243.176245791325,  -23181.663073917207,  301.1049029139196,  157
4210000,  2105.00000019947,  -34414.54099156086,  11039.617350621387,  -23374.923640939473,  295.3211349832171,  157
4220000,  2110.0000002004886,  -34702.985804925454,  11361.252418379318,  -23341.733386546137,  304.1938224903529,  157
4230000,  2115.000000201507,  -34226.960722409276,  11184.996426248497,  -23041.96429616078,  298.717454071927,  157
4240000,  2120.000000202526,  -34639.3405675927,  11167.95107318722,  -23471.389494405477,  297.5640571978392,  157
4250000,  2125.0000002035445,  -34374.46252793306,  11082.450167570447,  -23292.012360362613,  296.7652905466,  157
4260000,  2130.000000204563,  -34527.067655510866,  11064.928762680222,  -23462.138892830644,  296.2264020511057,  157
4270000,  2135.0000002055817,  -34190.06789785363,  11232.6827613309,  -22957.38513652273,  301.32734961796575,  157
4280000,  2140.0000002066004,  -34129.665692894094,  11277.40750200478,  -22852.25819088931,  300.3029542335904,  157
4290000,  2145.000000207619,  -34366.52475996174,  11359.24617061774,  -23007.278589344,  304.42779804607204,  157
4300000,  2150.0000002086376,  -34565.798069466895,  11133.65747337445,  -23432.140596092446,  297.60650325090216,  157
4310000,  2155.0000002096563,  -34478.86755130934,  11361.543881875996,  -23117.323669433346,  303.8610233355294,  157
4320000,  2160.000000210675,  -34588.12421899674,  10946.505247723066,  -23641.618971273674,  292.9020578395732,  157
4330000,  2165.0000002116935,  -34222.854739692106,  11061.066525150161,  -23161.788214541943,  295.88068955107155,  157
4340000,  2170.000000212712,  -34854.46375948887,  11022.780369703634,  -23831.683389785234,  295.6053456122302,  157
4350000,  2175.000000213731,  -34707.13387550007,  11294.725094583151,  -23412.408780916918,  302.5131638284493,  157
4360000,  2180.0000002147494,  -34577.22572876178,  11157.87410437908,  -23419.351624382703,  298.5807983940321,  157
4370000,  2185.000000215768,  -34664.67916656004,  11153.039808055973,  -23511.639358504064,  297.02391115152153,  157
4380000,  2190.0000002167867,  -34420.86970635981,  10984.00756769043,  -23436.862138669378,  293.7379865701682,  157
4390000,  2195.0000002178053,  -34671.43545217324,  11035.218594750671,  -23636.216857422565,  294.8142898908602,  157
4400000,  2200.000000218824,  -33941.63537940766,  11190.060786184913,  -22751.574593222744,  299.79974628775244,  157
4410000,  2205.0000002198426,  -34292.209075394945,  11134.167665269353,  -23158.041410125592,  297.62397108874666,  157
4420000,  2210.0000002208612,  -34192.51139561904,  11012.96188601248,  -23179.54950960656,  293.6927093725384,  157
4430000,  2215.00000022188,  -34568.0580241762,  11253.300743087571,  -23314.757281088627,  301.56612415016974,  157
4440000,  2220.0000002228985,  -34284.65505750957,  11103.088512439537,  -23181.566545070033,  296.9266614067801,  157
4450000,  2225.000000223917,  -34531.629707009364,  11111.905000686198,  -23419.724706323166,  295.9973248282345,  157
4460000,  2230.000000224936,  -34603.785845216036,  10908.086280697587,  -23695.69956451845,  291.29749187419117,  157
4470000,  2235.0000002259544,  -34666.31824293035,  11064.219946626577,  -23602.09829630377,  296.4260941689459,  157
4480000,  2240.000000226973,  -34455.3955318032,  10896.4259845558,  -23558.9695472474,  291.68378272709214,  157
4490000,  2245.0000002279917,  -34602.148428122404,  11041.020044149438,  -23561.128383972966,  295.4057237231583,  157
4500000,  2250.0000002290103,  -34553.53772643458,  10927.783377474398,  -23625.75434896018,  292.1313269199021,  157
4510000,  2255.000000230029,  -34457.37920192196,  11246.695052752304,  -23210.684149169658,  301.55231285427686,  157
4520000,  2260.0000002310476,  -34125.79537790447,  11386.983180509349,  -22738.81219739512,  304.42796106916745,  157
4530000,  2265.000000232066,  -34486.59506980572,  10969.651592269327,  -23516.94347753639,  292.62215017269017,  157
4540000,  2270.000000233085,  -34383.012448805486,  11240.781611116214,  -23142.230837689272,  301.05398158673376,  157
4550000,  2275.0000002341035,  -34731.159584033914,  11020.827396923023,  -23710.332187110893,  295.0432649042376,  157
4560000,  2280.000000235122,  -34638.459300000046,  11032.455219511412,  -23606.004080488634,  293.86272541573004,  157
4570000,  2285.0000002361407,  -34390.77557519627,  11011.051944675974,  -23379.723630520297,  295.09296008357757,  157
4580000,  2290.0000002371594,  -34924.729714901,  11337.507995261345,  -23587.221719639652,  302.9723244413932,  157
4590000,  2295.000000238178,  -34557.52879665807,  11091.697940144037,  -23465.830856514036,  296.753581134436,  157
4600000,  2300.0000002391967,  -34940.32919098428,  11101.763746548879,  -23838.5654444354,  297.42305857546717,  157
4610000,  2305.0000002402153,  -34614.59083622311,  11028.745305552038,  -23585.845530671075,  294.7565188068981,  157
4620000,  2310.000000241234,  -34409.80954520358,  11247.086517826381,  -23162.723027377197,  301.1907154891815,  157
4630000,  2315.0000002422526,  -34582.53653670577,  11192.400670188781,  -23390.135866516986,  298.90619645391325,  157
4640000,  2320.000000243271,  -34279.60316731956,  11380.174123788356,  -22899.429043531207,  304.15597428432255,  157
4650000,  2325.00000024429,  -34573.78790900558,  11106.313285954177,  -23467.474623051403,  296.7102835612237,  157
4660000,  2330.0000002453085,  -34778.28652008701,  11130.108359775188,  -23648.17816031182,  297.44500106883527,  157
4670000,  2335.000000246327,  -34654.26200693762,  11068.30452100201,  -23585.95748593561,  297.0608976180302,  157
4680000,  2340.0000002473457,  -34700.736060407944,  11052.55612781212,  -23648.179932595824,  295.7366896456931,  157
4690000,  2345.0000002483644,  -34667.64916618085,  11186.647173971578,  -23481.00199220927,  299.56376672108263,  157
4700000,  2350.000000249383,  -34929.39131392794,  11096.794935726652,  -23832.596378201288,  296.56608228651396,  157
4710000,  2355.0000002504016,  -34860.448292580106,  11115.83309707579,  -23744.615195504317,  296.8502142579283,  157
4720000,  2360.0000002514203,  -34148.98223416092,  11135.300908229625,  -23013.68132593129,  297.76628587045894,  157
4730000,  2365.000000252439,  -34647.939481339265,  10967.130408802937,  -23680.80907253633,  292.9497189772282,  157
4740000,  2370.0000002534575,  -34633.23161061023,  10999.20108991234,  -23634.03052069789,  294.64530211635224,  157
4750000,  2375.000000254476,  -34602.025857968205,  11354.549533503421,  -23247.476324464784,  304.2676575510201,  157
4760000,  2380.000000255495,  -34343.76873788661,  11262.64682169292,  -23081.12191619369,  301.1033288438766,  157
4770000,  2385.0000002565134,  -34306.76413919562,  11456.169794953335,  -22850.594344242287,  306.2974280985086,  157
4780000,  2390.000000257532,  -34586.00546170753,  11147.05016287743,  -23438.9552988301,  297.9565883154836,  157
4790000,  2395.0000002585507,  -35006.066739384456,  11056.275344728228,  -23949.791394656226,  295.02292722237587,  157
4800000,  2400.0000002595693,  -34085.326933949465,  10874.66863348569,  -23210.658300463776,  291.23370891561126,  157
4810000,  2405.000000260588,  -34287.68023971945,  11490.404300403108,  -22797.27593931634,  306.9790056234864,  157
4820000,  2410.0000002616066,  -34859.111871554,  11296.010538744971,  -23563.101332809027,  302.9920477046081,  157
4830000,  2415.0000002626252,  -34291.41422184618,  11256.789727833246,  -23034.624494012933,  300.968804684161,  157
4840000,  2420.000000263644,  -34695.84355424561,  11073.939861507428,  -23621.903692738186,  295.3589576866481,  157
4850000,  2425.0000002646625,  -34575.47125781436,  11235.005319344282,  -23340.46593847008,  300.7767107031695,  157
4860000,  2430.000000265681,  -35122.445569952964,  11248.484726057393,  -23873.96084389557,  300.604728278569,  157
4870000,  2435.0000002666998,  -34472.305571421755,  11144.88342891639,  -23327.422142505366,  298.2711750915258,  157
4880000,  2440.0000002677184,  -34908.86154421343,  10937.730695046615,  -23971.130849166817,  292.78110776094746,  157
4890000,  2445.000000268737,  -34390.62049753335,  11180.420734931093,  -23210.19976260226,  298.6770221964983,  157
4900000,  2450.0000002697557,  -34528.490575352385,  11022.881555795519,  -23505.60901955687,  294.8273976732608,  157
4910000,  2455.0000002707743,  -34341.53637982331,  11339.451338449087,  -23002.085041374223,  303.8173898350863,  157
4920000,  2460.000000271793,  -34278.341379751546,  11294.692217808446,  -22983.6491619431,  302.8166216340328,  157
4930000,  2465.0000002728116,  -34414.228265897946,  11087.871117630417,  -23326.35714826753,  297.37609478827807,  157
4940000,  2470.00000027383,  -34543.707560314506,  11451.373121482045,  -23092.334438832462,  306.45100248078097,  157
4950000,  2475.000000274849,  -34265.663045122565,  10961.916263263272,  -23303.746781859292,  293.80039484003936,  157
4960000,  2480.0000002758675,  -34426.753576078205,  10997.289076989493,  -23429.46449908871,  294.3097293244997,  157
4970000,  2485.000000276886,  -34431.60454004996,  10829.550930749456,  -23602.0536093005,  289.4440412123812,  157
4980000,  2490.0000002779047,  -34853.40268407638,  10904.511554698576,  -23948.891129377807,  291.9284281665506,  157
4990000,  2495.0000002789234,  -34362.62484408834,  11374.279440056185,  -22988.34540403216,  303.5821809797749,  157
5000000,  2500.000000279942,  -34422.62549318755,  11168.278217628995,  -23254.347275558557,  298.5982121470012,  157
5010000,  2505.0000002809606,  -34718.602886585264,  10764.864610798566,  -23953.738275786698,  287.31266720004663,  157
5020000,  2510.0000002819793,  -34782.5438052177,  11027.51629027991,  -23755.02751493779,  294.7124868421184,  157
5030000,  2515.000000282998,  -34642.93823687258,  11045.520142209178,  -23597.4180946634,  295.13053538432814,  157
5040000,  2520.0000002840166,  -34705.35134120957,  11132.658989496025,  -23572.692351713544,  297.5890888287274,  157
5050000,  2525.000000285035,  -34046.348172605314,  11244.326249044076,  -22802.02192356124,  300.8125537989979,  157
