#"Step",  "Time (ps)",  "Potential Energy (kJ/mole)",  "Kinetic Energy (kJ/mole)",  "Total Energy (kJ/mole)",  "Temperature (K)",  "Speed (ns/day)"
5060000,  2530.000000286054,  -34434.23836253939,  11116.99058400775,  -23317.247778531644,  297.40528360439936,  157
5070000,  2535.0000002870725,  -34618.96813865812,  11097.644358083804,  -23521.32378057432,  296.56245720953314,  157
5080000,  2540.000000288091,  -34052.90447049133,  11381.68160070186,  -22671.22286978947,  304.25064430436794,  157
5090000,  2545.0000002891097,  -34389.114578681554,  10945.097373248389,  -23444.017205433163,  292.8070279865677,  157
5100000,  2550.0000002901284,  -34597.290263908995,  11083.796647468975,  -23513.49361644002,  297.2393916763026,  157
5110000,  2555.000000291147,  -34680.956991639374,  11034.68680499038,  -23646.270186648995,  295.15583403775696,  157
5120000,  2560.0000002921656,  -34723.51022752131,  11257.311782276196,  -23466.19844524511,  302.0778894627416,  157
5130000,  2565.0000002931843,  -34149.544206734696,  11258.422794596767,  -22891.12141213793,  300.5772733605248,  157
5140000,  2570.000000294203,  -34351.038382075625,  10986.037469348377,  -23365.00091272725,  293.6978629168664,  157
5150000,  2575.0000002952215,  -34588.74333102194,  11193.235395284562,  -23395.50793573738,  298.7903308431213,  157
5160000,  2580.00000029624,  -34503.69577795648,  11140.968980234617,  -23362.726797721858,  297.1203704999576,  157
5170000,  2585.000000297259,  -34432.47966707297,  11021.92043772745,  -23410.55922934552,  294.9971797545253,  157
5180000,  2590.0000002982774,  -34292.34650922762,  10871.338538475678,  -23421.00797075194,  291.41677285442194,  157
5190000,  2595.000000299296,  -34105.72445796697,  11161.740206790944,  -22943.98425117603,  299.7631757997572,  157
5200000,  2600.0000003003147,  -34294.189090990774,  11153.141660043328,  -23141.047430947445,  298.3503955970123,  157
5210000,  2605.0000003013333,  -34594.94105367595,  11082.480180799503,  -23512.46087287645,  296.91905755418423,  157
5220000,  2610.000000302352,  -34548.017418732146,  11159.909362267033,  -23388.108056465113,  298.2736527469082,  157
5230000,  2615.0000003033706,  -34457.22778359891,  11068.388307203726,  -23388.83947639518,  296.45504856049854,  157
5240000,  2620.0000003043892,  -34291.2932528805,  11221.210287209728,  -23070.082965670776,  300.10135654562896,  157
5250000,  2625.000000305408,  -34364.13347361651,  10895.400978655583,  -23468.732494960925,  291.42583420957084,  157
5260000,  2630.0000003064265,  -34416.403774562525,  10960.613448974296,  -23455.790325588227,  293.5200574282894,  157
5270000,  2635.000000307445,  -34227.42210197385,  10778.590792319483,  -23448.831309654364,  289.5048688789143,  157
5280000,  2640.0000003084638,  -34360.04777558925,  11050.533740778284,  -23309.514034810963,  295.423671198178,  157
5290000,  2645.0000003094824,  -34331.95802939115,  11112.135637051704,  -23219.822392339447,  297.93614084771417,  157
5300000,  2650.000000310501,  -34782.17557984642,  11314.606966467685,  -23467.56861337874,  302.9615020175583,  157
5310000,  2655.0000003115197,  -33981.13440880924,  10949.319397690913,  -23031.815011118324,  293.80502527840986,  157
5320000,  2660.0000003125383,  -34482.56269565113,  11175.419759205384,  -23307.14293644575,  299.15305685210285,  157
5330000,  2665.000000313557,  -34797.24021634606,  11193.863334597361,  -23603.376881748696,  299.3307169722093,  157
5340000,  2670.0000003145756,  -35041.149689047554,  10977.208422788557,  -24063.941266258997,  293.01460564876714,  157
5350000,  2675.000000315594,  -34448.585259725514,  11416.505209606828,  -23032.080050118686,  305.3932480713286,  157
5360000,  2680.000000316613,  -34691.49142395395,  11333.029883130232,  -23358.46154082372,  303.070083284069,  157
5370000,  2685.0000003176315,  -34232.114087371636,  11166.30866707696,  -23065.805420294673,  299.73597413115874,  157
5380000,  2690.00000031865,  -34197.667025582676,  10850.544522572887,  -23347.12250300979,  289.38580721896653,  157
5390000,  2695.0000003196687,  -34047.8401266998,  10942.814793103867,  -23105.025333595928,  292.6161869369757,  157
5400000,  2700.0000003206874,  -34126.44355039022,  10969.028127235855,  -23157.415423154365,  292.5766104449243,  157
5410000,  2705.000000321706,  -34704.67393860394,  10910.354235792827,  -23794.319702811114,  291.42565600814527,  157
5420000,  2710.0000003227246,  -34375.40611360512,  11009.196593342323,  -23366.209520262793,  294.8618971898887,  157
5430000,  2715.0000003237433,  -34542.70899429809,  11321.632918370715,  -23221.076075927376,  302.2925592212088,  157
5440000,  2720.000000324762,  -34600.29161459066,  11136.423649588933,  -23463.867965001722,  298.63865402408845,  157
5450000,  2725.0000003257805,  -34553.36406496608,  11256.563146490951,  -23296.800918475128,  300.7110114368224,  157
5460000,  2730.000000326799,  -34437.909246581694,  11305.105119912087,  -23132.80412666961,  301.6522034581624,  157
5470000,  2735.000000327818,  -34640.01672561435,  11167.4010769115,  -23472.61564870285,  298.49999236101485,  157
5480000,  2740.0000003288364,  -34685.74556004671,  11163.011306687718,  -23522.73425335899,  298.65091587472693,  157
5490000,  2745.000000329855,  -34657.187207499985,  11176.429083445886,  -23480.758124054097,  298.56228918209786,  157
5500000,  2750.0000003308737,  -34490.23953854834,  11023.733793423484,  -23466.505745124858,  294.7429272183781,  157
5510000,  2755.0000003318924,  -34379.841397608056,  11288.710116306904,  -23091.131281301154,  301.5490195120012,  157
5520000,  2760.000000332911,  -34574.410364998286,  11101.282877281345,  -23473.12748771694,  296.61695574253827,  157
5530000,  2765.0000003339296,  -34862.237235854474,  11180.881403935364,  -23681.35583191911,  299.2207690275466,  157
5540000,  2770.0000003349483,  -34275.78550793132,  11177.582072464642,  -23098.203435466683,  298.72319022994606,  157
5550000,  2775.000000335967,  -34249.8319399215,  11070.15284989635,  -23179.67909002515,  296.60174203830803,  157
5560000,  2780.0000003369855,  -34116.2807292888,  10862.189492277292,  -23254.09123701151,  290.73941646301483,  157
5570000,  2785.000000338004,  -34227.69393718752,  10964.956648114518,  -23262.737289073004,  293.4603596038204,  157
5580000,  2790.000000339023,  -34458.05042980461,  11078.402605868747,  -23379.647823935862,  296.51405906429653,  157
5590000,  2795.0000003400414,  -34483.29221945291,  10847.262943900212,  -23636.029275552697,  289.74463440218847,  157
5600000,  2800.00000034106,  -34269.298371112156,  11098.616962307733,  -23170.681408804423,  297.294165017266,  157
5610000,  2805.0000003420787,  -34270.83677986631,  11010.807176316945,  -23260.029603549367,  294.42408714960453,  157
5620000,  2810.0000003430973,  -34303.76179030824,  10982.601250845864,  -23321.160539462377,  293.2440555260756,  157
5630000,  2815.000000344116,  -34111.5217281999,  11336.257224820061,  -22775.26450337984,  304.2060530143068,  157
5640000,  2820.0000003451346,  -34847.823991654106,  11223.547868005477,  -23624.27612364863,  300.5381099468967,  157
5650000,  2825.0000003461532,  -34811.54878337834,  11190.497026073961,  -23621.05175730438,  299.0692590022197,  157
5660000,  2830.000000347172,  -34566.91702644249,  10881.166988997604,  -23685.750037444886,  290.64498876509515,  157
5670000,  2835.0000003481905,  -34792.18759992967,  10843.017307502112,  -23949.170292427556,  289.6937663923157,  157
5680000,  2840.000000349209,  -34292.93824853758,  11037.977408509312,  -23254.96084002827,  295.20730564195946,  157
5690000,  2845.0000003502278,  -34352.87941302799,  11285.153232243172,  -23067.72618078482,  301.84083215207284,  157
5700000,  2850.0000003512464,  -34909.81674854854,  10915.852872964673,  -23993.963875583868,  292.11786952445163,  157
5710000,  2855.000000352265,  -34731.956070063155,  11199.855123651045,  -23532.10094641211,  299.5067352339923,  157
5720000,  2860.0000003532837,  -34780.642743908706,  11513.016237092077,  -23267.62650681663,  307.26227793109723,  157
5730000,  2865.0000003543023,  -34774.77498799024,  11051.4847689726,  -23723.29021901764,  295.5414544429041,  157
5740000,  2870.000000355321,  -34137.13834017522,  11194.159572342112,  -22942.978767833105,  299.50510389154306,  157
5750000,  2875.0000003563396,  -34435.94202476048,  11084.346490440936,  -23351.595534319546,  296.55057298470985,  157
5760000,  2880.000000357358,  -34130.795810950454,  11238.401173908589,  -22892.394637041863,  300.6374006985478,  157
5770000,  2885.000000358377,  -34626.58678887131,  11036.686042451323,  -23589.90074641999,  295.02088023691994,  157
5780000,  2890.0000003593955,  -34158.46266313987,  11157.42750538529,  -23001.03515775458,  297.84883755992826,  157
5790000,  2895.000000360414,  -34656.18944545488,  11378.36239431602,  -23277.827051138862,  304.6064581155276,  157
5800000,  2900.0000003614327,  -34490.99303980509,  11063.171939838985,  -23427.82109996611,  296.26314826388483,  157
5810000,  2905.0000003624514,  -34727.220439965786,  11250.244644348837,  -23476.97579561695,  300.47490453354015,  157
5820000,  2910.00000036347,  -34408.542546360266,  11191.718567231641,  -23216.823979128625,  299.53062749696574,  157
5830000,  2915.0000003644886,  -34447.15249863325,  10987.847586590316,  -23459.304912042935,  293.4972255335198,  157
5840000,  2920.0000003655073,  -34726.601271135805,  11058.952177180478,  -23667.649093955326,  296.45375779433266,  157
5850000,  2925.000000366526,  -34138.46057781759,  11286.369158130696,  -22852.091419686894,  301.4238610351104,  157
5860000,  2930.0000003675445,  -34547.81274408956,  11118.425731594109,  -23429.387012495456,  297.63525452480377,  157
5870000,  2935.000000368563,  -34651.9682086715,  11074.354502380329,  -23577.613706291166,  296.34690618014343,  157
5880000,  2940.000000369582,  -34412.533282355325,  10970.03935131475,  -23442.493931040575,  294.2231807113101,  157
5890000,  2945.0000003706004,  -34622.25960697336,  11135.07768377059,  -23487.18192320277,  298.47333669317203,  157
5900000,  2950.000000371619,  -34438.872926640244,  11013.632782944072,  -23425.240143696174,  294.5379409935975,  157
5910000,  2955.0000003726377,  -34362.38172714618,  11276.988655561918,  -23085.393071584265,  301.7431259818907,  157
5920000,  2960.0000003736563,  -34873.61749505652,  11129.13353807772,  -23744.4839569788,  296.81121479502116,  157
5930000,  2965.000000374675,  -34698.28836913678,  11071.552134804037,  -23626.736234332748,  295.8705830315049,  157
5940000,  2970.0000003756936,  -34328.94478844427,  10952.589584845693,  -23376.355203598578,  292.7685024780363,  157
5950000,  2975.0000003767123,  -34829.1058316722,  10967.21390945448,  -23861.891922217717,  292.5688225376358,  157
5960000,  2980.000000377731,  -34387.08909509729,  11058.810941248088,  -23328.2781538492,  295.8054158383774,  157
5970000,  2985.0000003787495,  -34318.256698793186,  10863.443083583881,  -23454.813615209307,  290.4612490181159,  157
5980000,  2990.000000379768,  -34510.19921757725,  11220.381447505872,  -23289.817770071375,  299.90167985609236,  157
5990000,  2995.000000380787,  -34817.18704433232,  11061.706119342989,  -23755.48092498933,  296.14198683091945,  157
6000000,  3000.0000003818054,  -34303.37362461892,  10808.494949681859,  -23494.878674937063,  289.02921803661167,  157
6010000,  3005.000000382824,  -34184.94020902783,  11194.640551288852,  -22990.29965773898,  299.88564837450065,  157
6020000,  3010.0000003838427,  -34648.23719535987,  11188.81339709469,  -23459.423798265183,  298.57188011793494,  157
6030000,  3015.0000003848613,  -34075.721002412305,  11053.513113320696,  -23022.20788909161,  295.5244181889311,  157
6040000,  3020.00000038588,  -34727.12554467062,  11171.676415546477,  -23555.449129124143,  298.2435380985056,  157
6050000,  3025.0000003868986,  -34669.01591566043,  10983.124648189529,  -23685.8912674709,  293.0100268272787,  157
6060000,  3030.000000387917,  -34616.24460188528,  11385.678938883271,  -23230.56566300201,  304.8874837066206,  157
6070000,  3035.000000388936,  -34387.3071194493,  11083.266967452802,  -23304.0401519965,  295.3763686546895,  157
6080000,  3040.0000003899545,  -34628.204423410076,  11220.544376630416,  -23407.66004677966,  300.3533033290162,  157
6090000,  3045.000000390973,  -34598.563322242226,  11141.52625739061,  -23457.03706485162,  296.9969957132286,  157
6100000,  3050.0000003919918,  -34032.9273842036,  10831.343095050519,  -23201.584289153077,  288.818728107584,  157
6110000,  3055.0000003930104,  -34527.92468516858,  11245.100081225804,  -23282.824603942776,  300.7825807323344,  157
6120000,  3060.000000394029,  -34574.06616158603,  10942.008886441912,  -23632.057275144118,  292.37263968355126,  157
6130000,  3065.0000003950477,  -34746.97225700166,  11141.258301096928,  -23605.713955904732,  297.2215889509112,  157
6140000,  3070.0000003960663,  -34662.87699556873,  11123.176759500337,  -23539.700236068395,  298.43949780307037,  157
6150000,  3075.000000397085,  -33785.03655694599,  11137.855406122273,  -22647.181150823715,  297.798399874834,  157
6160000,  3080.0000003981036,  -34335.099748748704,  11258.151699050733,  -23076.94804969797,  301.4873312835144,  157
6170000,  3085.000000399122,  -34797.82021910636,  11252.599420716906,  -23545.220798389455,  300.47721888700835,  157
6180000,  3090.000000400141,  -34432.04774397205,  11249.626035448679,  -23182.42170852337,  300.19484737250707,  157
6190000,  3095.0000004011595,  -33843.103749732654,  11212.145950750259,  -22630.957798982396,  299.629737577869,  157
6200000,  3100.000000402178,  -34587.61564808486,  11355.198314424068,  -23232.417333660793,  303.18844033352946,  157
6210000,  3105.0000004031967,  -34651.93219482913,  11184.254169690419,  -23467.678025138714,  299.489156066238,  157
6220000,  3110.0000004042154,  -34261.95719326366,  10781.005366757723,  -23480.951826505938,  288.33811632940734,  157
6230000,  3115.000000405234,  -34565.77453812059,  11058.121845539223,  -23507.652692581367,  296.4952124979206,  157
6240000,  3120.0000004062526,  -33950.79681115963,  11239.847724854626,  -22710.949086305,  300.6134526401805,  157
6250000,  3125.0000004072713,  -34511.145615094974,  11052.479609590993,  -23458.666005503983,  296.02451639717583,  157
6260000,  3130.00000040829,  -34143.583576262536,  11042.69994311972,  -23100.883633142817,  295.4779723511796,  157
6270000,  3135.0000004093085,  -34448.137420923646,  11162.547510388828,  -23285.589910534818,  299.18993250644917,  157
6280000,  3140.000000410327,  -34269.54245275376,  10937.518264337195,  -23332.024188416566,  292.845544364892,  157
6290000,  3145.000000411346,  -34508.434338852145,  11037.204143698,  -23471.230195154145,  294.8240411048195,  157
6300000,  3150.0000004123644,  -34690.15431624759,  11366.064416866024,  -23324.089899381564,  303.06213995020295,  157
6310000,  3155.000000413383,  -34771.947406144805,  11074.610868127966,  -23697.33653801684,  295.79378844032493,  157
6320000,  3160.0000004144017,  -34608.1395214092,  10933.988983443058,  -23674.15053796614,  291.69811756044345,  157
6330000,  3165.0000004154203,  -34856.200167490584,  11158.898534575683,  -23697.301632914903,  298.7824051807388,  157
6340000,  3170.000000416439,  -35033.64128385395,  11434.482266528614,  -23599.159017325335,  306.5761785910385,  157
6350000,  3175.0000004174576,  -34116.77184426844,  11122.083567693482,  -22994.68827657496,  297.4318863693233,  157
6360000,  3180.0000004184762,  -34799.87757019674,  11032.878248985427,  -23766.99932121131,  294.9145740928754,  157
6370000,  3185.000000419495,  -34906.1088843126,  11096.675912887076,  -23809.432971425522,  296.49436156386486,  157
6380000,  3190.0000004205135,  -34457.12015534479,  10957.003742969688,  -23500.1164123751,  293.42433248052856,  157
6390000,  3195.000000421532,  -34539.69818603826,  11065.183108671152,  -23474.515077367105,  295.8318341276158,  157
6400000,  3200.000000422551,  -34438.992471219695,  11095.144236449092,  -23343.8482347706,  296.9318652269834,  157
6410000,  3205.0000004235694,  -34695.43282370104,  11283.680453851652,  -23411.75236984939,  301.47373360164113,  157
6420000,  3210.000000424588,  -34634.22453698172,  10751.883782463357,  -23882.340754518358,  287.50798733884153,  157
6430000,  3215.0000004256067,  -34387.6214196259,  11194.761254338317,  -23192.860165287588,  298.9262652012496,  157
6440000,  3220.0000004266253,  -34703.65296347776,  10915.025684695393,  -23788.62727878237,  292.27148246578247,  157
6450000,  3225.000000427644,  -34419.742375508606,  11179.893828478083,  -23239.848547030524,  299.0841347679618,  157
6460000,  3230.0000004286626,  -34728.366150457834,  11018.230798161645,  -23710.135352296187,  294.0996616532274,  157
6470000,  3235.000000429681,  -34387.383093811666,  10943.80231903642,  -23443.580774775248,  292.3596967348968,  157
6480000,  3240.0000004307,  -34315.191198854045,  11215.361199996867,  -23099.829998857178,  299.99600961766794,  157
6490000,  3245.0000004317185,  -34669.977084736754,  10954.584322171262,  -23715.39276256549,  291.91143910776225,  157
6500000,  3250.000000432737,  -34168.761018873476,  11288.746741643507,  -22880.01427722997,  301.2247708071035,  157
6510000,  3255.0000004337558,  -34300.22998022912,  11009.471266310667,  -23290.758713918454,  294.6646335177487,  157
6520000,  3260.0000004347744,  -34321.98454075067,  11173.310705476197,  -23148.673835274476,  298.7070236619038,  157
6530000,  3265.000000435793,  -34962.79140651024,  11427.571310860194,  -23535.220095650046,  306.1069999270892,  157
6540000,  3270.0000004368117,  -34513.233476940695,  11010.661601824628,  -23502.571875116068,  294.00468646715484,  157
6550000,  3275.0000004378303,  -34924.65110737906,  11125.172290827046,  -23799.478816552015,  297.2527755692036,  157
6560000,  3280.000000438849,  -34868.53692750566,  10961.934464225391,  -23906.602463280266,  292.8352522991941,  157
6570000,  3285.0000004398676,  -34403.76640820597,  11467.093145378001,  -22936.67326282797,  306.84082784010207,  157
6580000,  3290.000000440886,  -34159.133759621516,  11090.269970240448,  -23068.863789381066,  297.59173521842376,  157
6590000,  3295.000000441905,  -34421.10465374343,  10861.798005006496,  -23559.306648736936,  290.3479853189417,  157
6600000,  3300.0000004429235,  -34200.644375576274,  11027.162041004427,  -23173.482334571847,  294.27613169422375,  157
6610000,  3305.000000443942,  -34689.67724387805,  11081.570162076983,  -23608.10708180107,  295.7554533847991,  157
6620000,  3310.0000004449607,  -34358.512675958526,  11163.97987438751,  -23194.532801571015,  297.5267281354448,  157
6630000,  3315.0000004459794,  -34159.88966489285,  11062.346054264342,  -23097.543610628505,  295.5430853143943,  157
6640000,  3320.000000446998,  -34685.95314425702,  11159.030799416929,  -23526.922344840095,  298.72653468249354,  157
6650000,  3325.0000004480166,  -34470.84423709397,  11016.609442244782,  -23454.234794849184,  295.3007041229971,  157
6660000,  3330.0000004490353,  -34660.660608411315,  11344.10507079812,  -23316.555537613196,  303.1150866288435,  157
6670000,  3335.000000450054,  -34672.69020371233,  11126.036810369491,  -23546.653393342836,  298.7655687708439,  157
6680000,  3340.0000004510725,  -34562.63732497084,  11320.254497476768,  -23242.382827494075,  302.59625192538573,  157
6690000,  3345.000000452091,  -34550.74848388303,  10816.329452637661,  -23734.419031245365,  290.13574275706355,  157
6700000,  3350.00000045311,  -35034.60682494196,  11297.307638986282,  -23737.29918595568,  302.41009190311865,  157
6710000,  3355.0000004541284,  -34744.10247043791,  11248.207618015944,  -23495.894852421967,  301.09271252682845,  157
6720000,  3360.000000455147,  -34614.796036668035,  11135.28401791889,  -23479.512018749145,  297.74574295554044,  157
6730000,  3365.0000004561657,  -34528.65657941791,  10953.527973980828,  -23575.128605437083,  292.5338412396494,  157
6740000,  3370.0000004571843,  -34646.00776870258,  11464.601916276157,  -23181.40585242642,  305.86835026951337,  157
6750000,  3375.000000458203,  -34526.58807931059,  11150.284840610693,  -23376.303238699897,  298.7652438933413,  157
6760000,  3380.0000004592216,  -34837.87801513044,  11025.38299546345,  -23812.49501966699,  294.84139748593606,  157
6770000,  3385.0000004602402,  -34737.73502476459,  11103.448253817414,  -23634.286770947176,  297.13129677170156,  157
6780000,  3390.000000461259,  -34588.416756972925,  11025.765723870836,  -23562.65103310209,  294.86050057554405,  157
6790000,  3395.0000004622775,  -35045.90662206315,  11120.06599502732,  -23925.840627035832,  297.7298287453907,  157
6800000,  3400.000000463296,  -34170.08740829775,  11058.668344317251,  -23111.419063980502,  295.8573613837578,  157
6810000,  3405.000000464315,  -34693.03929132047,  10832.533733299102,  -23860.505558021367,  289.60584860002126,  157
6820000,  3410.0000004653334,  -34879.57023494458,  11348.971210708665,  -23530.59902423591,  302.6082893771654,  157
6830000,  3415.000000466352,  -34434.38851812875,  11204.209250461976,  -23230.179267666772,  299.31881372025134,  157
6840000,  3420.0000004673707,  -34413.627077834266,  11025.95665939951,  -23387.670418434755,  295.2023778944851,  157
6850000,  3425.0000004683893,  -34485.820887346556,  11224.299116905348,  -23261.521770441206,  300.2567823364531,  157
6860000,  3430.000000469408,  -34435.12876067396,  10806.79070895348,  -23628.33805172048,  288.2466527771562,  157
6870000,  3435.0000004704266,  -34879.41681010372,  11175.251384870064,  -23704.16542523366,  298.22343846083464,  157
6880000,  3440.000000471445,  -34650.64174416557,  10934.245546855145,  -23716.396197310427,  292.24812540345374,  157
6890000,  3445.000000472464,  -34610.84023204696,  11014.129535920274,  -23596.710696126687,  294.5608565891624,  157
6900000,  3450.0000004734825,  -34731.571292475914,  11180.351367715622,  -23551.21992476029,  298.57158267508265,  157
6910000,  3455.000000474501,  -34343.45749027736,  10745.061039863429,  -23598.39645041393,  287.56929857878225,  157
6920000,  3460.0000004755198,  -34442.32159968778,  11188.978466791854,  -23253.343132895923,  299.15214123014425,  157
6930000,  3465.0000004765384,  -34795.04746230389,  10912.18682721499,  -23882.860635088902,  291.45003750946057,  157
6940000,  3470.000000477557,  -35032.050429857736,  11251.08265604467,  -23780.967773813067,  301.19687330227526,  157
6950000,  3475.0000004785757,  -34188.89081613255,  11292.767198519065,  -22896.123617613488,  301.4943808927424,  157
6960000,  3480.0000004795943,  -34258.87082667636,  10991.610722914229,  -23267.260103762128,  294.11021781365804,  157
6970000,  3485.000000480613,  -34286.835080638244,  11387.471374849352,  -22899.363705788892,  305.0519549466255,  157
6980000,  3490.0000004816316,  -34404.49242853333,  11158.567133422865,  -23245.925295110468,  299.00011865227606,  157
6990000,  3495.00000048265,  -35052.79365843402,  11003.172386776454,  -24049.62127165757,  294.5382965770166,  157
7000000,  3500.000000483669,  -34422.68896275072,  11130.024904184955,  -23292.664058565766,  297.70310696934024,  157
7010000,  3505.0000004846875,  -34515.92132579285,  11035.653638350874,  -23480.267687441978,  296.03642620836786,  157
7020000,  3510.000000485706,  -34981.91583930848,  11131.830204877844,  -23850.085634430638,  298.66798781036493,  157
7030000,  3515.0000004867247,  -34539.03008965078,  10905.775744939101,  -23633.254344711684,  290.6224753340962,  157
7040000,  3520.0000004877434,  -34429.37963953761,  10965.668795720298,  -23463.710843817316,  293.7837443416112,  157
7050000,  3525.000000488762,  -34844.05349282629,  11445.801693579146,  -23398.251799247148,  306.55112690058803,  157
7060000,  3530.0000004897806,  -34947.76299936508,  11433.276525974323,  -23514.486473390753,  305.59148355380813,  157
7070000,  3535.0000004907993,  -34352.31463931508,  11337.040126262771,  -23015.27451305231,  303.1104207283439,  157
7080000,  3540.000000491818,  -34313.683409367295,  11240.63902481332,  -23073.044384553978,  300.41473819004847,  157
7090000,  3545.0000004928365,  -34497.66641703469,  11134.258755220408,  -23363.407661814286,  298.23177646136037,  157
7100000,  3550.000000493855,  -34648.808549730944,  11088.504067714053,  -23560.30448201689,  296.6237658900575,  157
7110000,  3555.000000494874,  -34386.98903979045,  11107.82961012827,  -23279.159429662184,  297.2534582744155,  157
7120000,  3560.0000004958924,  -34271.4108979007,  10961.408938694314,  -23310.001959206384,  292.13190359140776,  157
7130000,  3565.000000496911,  -34530.451453700356,  10946.422319492816,  -23584.02913420754,  292.63001567710137,  157
7140000,  3570.0000004979297,  -34193.68617754104,  11065.143651343964,  -23128.54252619708,  295.8984279213642,  157
7150000,  3575.0000004989483,  -34480.566504312555,  11081.882113827287,  -23398.68439048527,  295.53897911010023,  157
7160000,  3580.000000499967,  -34813.03056354064,  11147.532071478221,  -23665.49849206242,  298.05905567749136,  157
7170000,  3585.0000005009856,  -34546.99852248483,  11153.598801273094,  -23393.399721211732,  297.8593641753337,  157
7180000,  3590.0000005020042,  -34269.884681331016,  11313.493539752571,  -22956.391141578446,  302.4844829843301,  157
7190000,  3595.000000503023,  -34759.05596155354,  11320.374260004011,  -23438.681701549525,  301.6182824368759,  157
7200000,  3600.0000005040415,  -34403.43567774487,  11211.405582926054,  -23192.030094818816,  299.5707651849741,  157
7210000,  3605.00000050506,  -34567.491768396605,  11135.04155923789,  -23432.450209158713,  297.07371449702487,  157
7220000,  3610.000000506079,  -34298.369744269614,  11326.667937114835,  -22971.70180715478,  302.9683169315577,  157
7230000,  3615.0000005070974,  -34189.641450242685,  10882.972256776453,  -23306.66919346623,  290.1445545002501,  157
7240000,  3620.000000508116,  -34459.8133418328,  11035.17221207588,  -23424.64112975692,  295.87887196600735,  157
7250000,  3625.0000005091347,  -34574.93308883251,  11120.111915767724,  -23454.82117306479,  297.31196068778974,  157
7260000,  3630.0000005101533,  -34825.81415167291,  11197.71609497149,  -23628.09805670142,  298.63017342996517,  157
7270000,  3635.000000511172,  -34426.858842163994,  11106.676364533118,  -23320.18247763088,  296.1687549815299,  157
7280000,  3640.0000005121906,  -34309.504850837744,  11074.286652638726,  -23235.218198199018,  296.4974737208898,  157
7290000,  3645.000000513209,  -34876.537389350604,  11131.849414780376,  -23744.687974570228,  297.8164786988153,  157
7300000,  3650.000000514228,  -34676.04994750802,  11567.724998971098,  -23108.324948536923,  309.1029305767452,  157
7310000,  3655.0000005152465,  -34144.86653060654,  10964.727080395456,  -23180.13945021108,  293.6603772849913,  157
7320000,  3660.000000516265,  -34350.43849021679,  11045.921102409526,  -23304.51738780726,  295.08932569925423,  157
7330000,  3665.0000005172838,  -34885.35622381263,  11116.91671366548,  -23768.439510147153,  296.6170967748528,  157
7340000,  3670.0000005183024,  -34494.8579495706,  11179.120869938364,  -23315.737079632236,  299.36069640186963,  157
7350000,  3675.000000519321,  -34378.04671731818,  11083.975904638743,  -23294.07081267944,  296.49903612685836,  157
7360000,  3680.0000005203397,  -34583.761257170125,  10945.590677626005,  -23638.17057954412,  292.7054038556658,  157
7370000,  3685.0000005213583,  -34256.84848170348,  11022.562809380108,  -23234.28567232337,  294.95596342941224,  157
7380000,  3690.000000522377,  -34359.75379284207,  10932.69190568158,  -23427.06188716049,  291.8563641024385,  157
7390000,  3695.0000005233956,  -34399.96166341154,  11228.82004693071,  -23171.141616480825,  299.74783156565894,  157
7400000,  3700.000000524414,  -34389.887583743155,  11168.54137261098,  -23221.346211132175,  299.2229949875506,  157
7410000,  3705.000000525433,  -34729.403420950446,  11046.352480100943,  -23683.050940849505,  294.9381004109318,  157
7420000,  3710.0000005264515,  -34859.36292382565,  11487.333714518954,  -23372.029209306693,  306.9564106423145,  157
7430000,  3715.00000052747,  -34687.06930642326,  11069.242138652478,  -23617.82716777078,  295.3160742351338,  157
7440000,  3720.0000005284887,  -34159.03793478499,  11450.072721974972,  -22708.965212810017,  305.94434202931325,  157
7450000,  3725.0000005295074,  -34387.608458422495,  11361.202329536492,  -23026.406128886003,  304.1122723941253,  157
7460000,  3730.000000530526,  -34179.29903128184,  11198.73567714873,  -22980.563354133104,  299.59478348971214,  157
7470000,  3735.0000005315446,  -34481.19644792012,  11086.715936117067,  -23394.480511803053,  296.0525243172505,  157
7480000,  3740.0000005325633,  -34691.739295069136,  11122.890687141182,  -23568.848607927954,  298.0266856195213,  157
7490000,  3745.000000533582,  -34577.85949108648,  11355.598854490045,  -23222.26063659643,  304.38212919080837,  157
7500000,  3750.0000005346005,  -34922.078059487576,  10898.395635463421,  -24023.682424024155,  292.125158318096,  157
7510000,  3755.000000535619,  -34536.286537164066,  11110.257859239464,  -23426.0286779246,  296.8497591176763,  157
7520000,  3760.000000536638,  -34751.85893674587,  10988.581632701034,  -23763.277304044837,  294.3320425351259,  157
7530000,  3765.0000005376564,  -34547.565870751874,  11112.133483121157,  -23435.432387630717,  296.5319997090428,  157
7540000,  3770.000000538675,  -34532.07406395334,  11194.634455681173,  -23337.439608272165,  299.62731884145836,  157
7550000,  3775.0000005396937,  -34700.02486626457,  10815.70243540331,  -23884.32243086126,  289.71693738676976,  157
7560000,  3780.0000005407123,  -34395.07671086226,  11037.654163640269,  -23357.42254722199,  294.96117948323405,  157
7570000,  3785.000000541731,  -34389.16585464655,  11171.734620495485,  -23217.431234151063,  298.56480718265743,  157
7580000,  3790.0000005427496,  -34466.5264566641,  11072.968533181405,  -23393.557923482695,  295.8001811680859,  157
7590000,  3795.0000005437682,  -34190.17948048606,  11324.625740733396,  -22865.553739752664,  302.724745859336,  157
7600000,  3800.000000544787,  -34318.28921624329,  11078.272683621226,  -23240.016532622067,  296.53521243084697,  157
