#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
2520.0000002840166,-36669.93551395138,11090.690487831698,-25579.24502611968,296.0439858204682,14.9
2530.000000286054,-36591.20221325579,10917.921286471186,-25673.280926784602,292.54744357718187,14.9
2540.000000288091,-36590.90412072615,11091.33283142008,-25499.571289306066,295.90367180115413,14.9
2550.0000002901284,-36986.98305170173,11479.029585069962,-25507.95346663177,305.81365510125573,14.9
2560.0000002921656,-37107.30802219368,10982.96908523844,-26124.338936955246,292.47719051945654,14.9
2570.000000294203,-36757.768707783085,11054.933243348498,-25702.83546443459,295.6192824695064,14.9
2580.00000029624,-36457.69909919419,10999.23044930851,-25458.468649885683,293.4344058333782,14.9
2590.0000002982774,-36844.13005777584,11281.7334063038,-25562.396651472038,301.6295414109418,14.9
2600.0000003003147,-36891.13604688367,11142.79962201559,-25748.33642486808,296.4612389070474,14.9
2610.000000302352,-36519.55298573881,11324.187976447287,-25195.365009291523,301.7666340087248,14.9
2620.0000003043892,-36641.02060154496,11086.612792173766,-25554.407809371194,296.2292431091852,14.9
2630.0000003064265,-36618.873086915664,10703.830185446497,-25915.04290146917,285.6502746501671,14.9
2640.0000003084638,-36482.47573877397,11311.966381503456,-25170.50935727051,301.9023670300062,14.9
2650.000000310501,-36535.768068086174,11223.168780857119,-25312.599287229055,300.49245960993886,14.9
2660.0000003125383,-36938.299790466124,11245.079580551963,-25693.22020991416,300.2728866264769,14.9
2670.0000003145756,-36910.07509591923,11075.888904404308,-25834.18619151492,295.73577064127056,14.9
2680.000000316613,-36499.933190228956,11010.688089063031,-25489.245101165925,293.1306771137297,14.9
2690.00000031865,-36912.757815536155,11218.482518502467,-25694.275297033688,299.52738729291315,14.9
2700.0000003206874,-36694.11267097873,11131.340289147785,-25562.772381830942,297.1104454214947,14.9
2710.0000003227246,-36645.03290079529,11109.54442951765,-25535.48847127764,297.2375697915688,14.9
2720.000000324762,-36615.497330608276,11136.75258361419,-25478.744746994085,297.2082337828162,14.9
2730.000000326799,-36627.6828542182,11256.121590311417,-25371.56126390678,301.208149380056,14.9
2740.0000003288364,-36797.533488652865,10945.200096499946,-25852.33339215292,292.04935904990515,14.9
2750.0000003308737,-36027.61440090115,11110.712688753698,-24916.90171214745,297.07525975374807,14.9
2760.000000332911,-36627.612226074736,11030.344230199782,-25597.267995874954,294.5376667186097,14.9
2770.0000003349483,-36821.79924694541,11116.333193747018,-25705.466053198394,295.72562373236275,14.9
2780.0000003369855,-36657.22743660346,11022.93669855729,-25634.29073804617,294.02348031358633,14.9
2790.000000339023,-36918.09268888845,11036.326958397694,-25881.765730490755,295.0556214916197,14.9
2800.00000034106,-37051.24426428082,11231.739088184691,-25819.505176096125,299.6986765823895,14.9
2810.0000003430973,-36504.46305064067,11196.480059941781,-25307.98299069889,299.6290626519533,14.9
2820.0000003451346,-36594.57261509353,11406.913731439558,-25187.658883653974,304.22169971744694,14.9
2830.000000347172,-36864.173248830084,11109.10900892259,-25755.064239907493,296.33500312290056,14.9
2840.000000349209,-36724.56998163599,11317.888710665045,-25406.68127097095,302.2938176532807,14.9
2850.0000003512464,-36508.65258898891,11044.472960251987,-25464.17962873692,295.14135262189814,14.9
2860.0000003532837,-36224.1112123517,10995.296373100273,-25228.814839251427,294.06220118645524,14.9
2870.000000355321,-36678.220881419795,10945.772801698638,-25732.448079721158,292.60206903886285,14.9
2880.000000357358,-36582.403149882004,11207.865356736032,-25374.537793145973,299.09288998104654,14.9
2890.0000003593955,-36985.204047960346,11013.12559768623,-25972.078450274115,293.7874522225699,14.9
2900.0000003614327,-36476.716778243994,11154.707025701358,-25322.009752542635,297.62493371509765,14.9
2910.00000036347,-36619.753497252954,11014.175237461586,-25605.578259791368,294.4190109771223,14.9
2920.0000003655073,-36824.41739284948,11142.444373158822,-25681.973019690657,298.38107890860556,14.9
